pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
11,Somewhat support,Neither oppose nor support,Somewhat support,Strongly support,Somewhat support,Strongly oppose,Strongly support,Neither oppose nor support,Strongly support,Strongly support,,I strongly favor program A,Very probable,Very probable,Extremely probable,"Clearly correct, an excellent decision",fewer,35,,,Disagree strongly,Agree strongly,somewhat likely,8,Yes,,,,red,red,red,green,red,green,moderately beneficial,low benefit,not at all beneficial,not at all beneficial,not at all risky,extremely risky,extremely risky,extremely risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the large tray,34,5,47,41,46,22,100,50,97,94,"Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",,,,more,140,,"$5,000,000 or more",definitely yes,,,,,,,,,,,95,,,,,,11% probability of one million dollars 89% probability of nothing,,,,,,,
12,Somewhat support,Somewhat support,Somewhat support,Strongly support,Strongly support,Somewhat support,Somewhat support,Strongly support,Strongly support,Strongly support,70,,,,,"Correct, but the opposite would be reasonable too",,,more,1100,Disagree a little,Agree strongly,very likely,5,No,$10,One million dollars for sure,,,,,,,,extremely beneficial,not at all beneficial,very beneficial,moderately beneficial,low risk,moderately risky,moderately risky,very risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the large tray,61,56,71,79,79,34,77,78,84,67,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",,more,16,,,,,yes,1,1,2,1,2,1,1,1,2,1,,I favor program B,,,,,,Moderately probable,Very improbable,Very improbable,,,,
13,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Neither oppose nor support,,,,,,"Correct, all things considered",,,,,,,,15,,,,,,,,,,,extremely beneficial,not at all beneficial,slightly beneficial,moderately beneficial,not at all risky,extremely risky,extremely risky,moderately risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,30,20,40,50,60,70,100,30,60,30,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product",,more,45,more,250,,,probably no,1,2,1,1,1,2,1,1,1,2,50,I slightly favor program A,Disagree strongly,Agree strongly,very likely,Yes,11% probability of one million dollars 89% probability of nothing,Somewhat probable,Somewhat probable,Somewhat probable,,,,"$50,000"
14,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat support,Strongly support,Strongly support,Somewhat oppose,Neither oppose nor support,,I slightly favor program A,,,,"Correct, all things considered",fewer,43,,,Disagree strongly,Agree strongly,somewhat likely,16,No,,One million dollars for sure,definitely yes,,,,,,,very beneficial,not at all beneficial,neutral,very beneficial,low risk,very risky,moderately risky,not at all risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,78,71,78,82,82,73,80,80,20,71,"Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",,,,more,120,,,,1,1,1,1,1,1,1,1,1,1,70,,,,,,,Somewhat probable,Somewhat probable,Somewhat probable,,,,"$1,000"
15,Strongly support,Neither oppose nor support,Strongly support,Somewhat support,Somewhat support,Somewhat support,Strongly support,Strongly support,Strongly support,Strongly support,,I slightly favor program B,Moderately probable,Moderately probable,Somewhat probable,,fewer,47,less,385,,,,,Yes,,,probably no,,,,,,,extremely beneficial,low benefit,not at all beneficial,low benefit,slightly risky,moderately risky,extremely risky,very risky,I would probably not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the large tray,20,10,15,10,20,7,50,65,40,75,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Incorrect, all things considered",,,,,5,,,1,1,1,1,1,1,1,2,2,2,75,,,,,,10% probablity of five miillion dollars 90% probability of nothing,,,,Agree a little,Agree strongly,very likely,"$1,000"
16,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly support,Somewhat support,Somewhat support,Strongly support,Strongly support,Somewhat support,Somewhat support,,I favor program A,Very improbable,Very improbable,Very probable,"Incorrect, all things considered",,,less,500,,,,10,,$10,89% probability of one million dollars 10% probablity of five miillion dollars 1% probability of nothing,yes,,,,,,,extremely beneficial,not at all beneficial,extremely beneficial,not at all beneficial,low risk,extremely risky,moderately risky,neutral,I would definitely not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,26,15,54,79,73,72,69,69,58,69,"Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product",,more,20,,,,,,1,1,1,1,1,1,1,1,1,1,70,,,,,Yes,,,,,Neither agree nor disagree,Agree strongly,very likely,
17,Neither oppose nor support,Strongly support,Strongly support,Strongly support,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly support,Somewhat support,Strongly oppose,30,,,,,"Incorrect, all things considered",,,,,Disagree strongly,Agree a little,likely,20,,,One million dollars for sure,,red,red,red,red,red,red,extremely beneficial,not at all beneficial,not at all beneficial,not at all beneficial,not at all risky,extremely risky,extremely risky,extremely risky,I would definitely not take the vaccine. I would thus accept the 10% chance of dying from this flu.,the small tray,25,59,70,66,7,53,29,89,54,0,"No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product",,more,97,more,245,,,definitely yes,,,,,,,,,,,,I strongly favor program A,,,,No,,Somewhat probable,Somewhat probable,Very improbable,,,,$10
18,Strongly support,Somewhat support,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat support,Strongly support,Strongly oppose,Somewhat oppose,70,,Moderately probable,Somewhat probable,Somewhat probable,,more,79,less,375,,,,,No,,89% probability of one million dollars 10% probablity of five miillion dollars 1% probability of nothing,definitely yes,red,red,red,red,red,red,very beneficial,not at all beneficial,low benefit,low benefit,low risk,very risky,extremely risky,extremely risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,53,46,49,67,72,56,57,84,48,50,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Correct, all things considered",,,,,11,,,,,,,,,,,,,,I slightly favor program A,Disagree strongly,Agree strongly,likely,,,,,,,,,$100
19,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither oppose nor support,Neither oppose nor support,81,,,,,"Correct, all things considered",more,70,more,1500,,,,5,,"$1,000",,yes,,,,,,,very beneficial,neutral,not at all beneficial,slightly beneficial,moderately risky,very risky,extremely risky,very risky,I would definitely take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine.,the small tray,40,81,47,34,47,37,56,50,19,47,"No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",,,,,,,,,1,2,1,1,2,1,1,2,1,1,,I slightly favor program A,Neither agree nor disagree,Agree a little,likely,Yes,11% probability of one million dollars 89% probability of nothing,Somewhat probable,Moderately probable,Very improbable,,,,
20,Somewhat support,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat support,Somewhat support,Somewhat support,Somewhat oppose,Somewhat support,Neither oppose nor support,75,I favor program B,,,,"Correct, but the opposite would be reasonable too",fewer,15,more,2500,,,,15,,,,yes,red,red,red,red,red,red,very beneficial,slightly beneficial,very beneficial,moderately beneficial,low risk,moderately risky,very risky,very risky,I would probably take the vaccine. I would thus accept the 5% chance of dying from the weaker flu in the vaccine,the small tray,40,30,50,40,50,55,65,40,55,70,"No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","No, I would not purchase the product","No, I would not purchase the product","No, I would not purchase the product","Yes, I would purchase the product","Yes, I would purchase the product",,,,,,,,,,,,,,,,,,,,,,,,Yes,10% probablity of five miillion dollars 90% probability of nothing,Moderately probable,Moderately probable,Very improbable,Disagree strongly,Agree a little,likely,"$10,000"
