pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
1756,1,2,2,2,4,1,3,2,5,4,40.0,,,,,,,,1.0,1200,2.0,3.0,4.0,,2.0,,1.0,,,,,,,,6,3,6,6,5,6,7,6,2,2,40.0,25.0,30.0,20.0,50.0,20.0,60.0,45.0,70.0,50.0,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,6.0,1.0,25,,,10,8.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,4.0,,,,,,4.0,4.0,2.0,,,,
1757,1,3,2,3,4,4,4,4,4,4,,4.0,,,,,,,,,,,,15,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,5,2,6,3,3,3,3,5,2,2,23.0,29.0,14.0,19.0,82.0,61.0,92.0,77.0,52.0,51.0,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,4.0,1.0,54,1.0,250,,7.0,3.0,,,,,,,,,,,70.0,,,,,,1.0,3.0,3.0,2.0,3.0,2.0,4.0,
1758,1,3,4,5,4,4,3,1,3,3,34.0,,,,,7.0,2.0,50,,,1.0,5.0,6.0,,2.0,,,4.0,,,,,,,7,4,5,5,1,5,6,6,1,1,51.0,48.0,57.0,78.0,58.0,49.0,64.0,21.0,70.0,63.0,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,,,,1.0,100,7,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,,,,,2.0,4.0,3.0,2.0,,,,2.0
1759,5,5,5,5,5,5,5,5,3,5,30.0,,3.0,5.0,3.0,6.0,,,,,,,,,2.0,4.0,1.0,,,,,,,,6,1,2,3,2,6,7,6,3,1,70.0,66.0,65.0,62.0,62.0,61.0,61.0,62.0,31.0,63.0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,,1.0,54,1.0,379,15,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,3.0,4.0,5.0,
1760,4,3,3,4,3,4,3,3,3,3,,3.0,5.0,3.0,5.0,7.0,2.0,54,2.0,379.1,,,,,2.0,,,,1.0,1.0,2.0,2.0,1.0,2.0,4,5,6,5,6,6,6,6,2,2,64.0,52.0,63.0,54.0,56.0,50.0,50.0,55.0,50.0,53.0,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,,,,,,2,2.0,3.0,,,,,,,,,,,70.0,,3.0,4.0,5.0,,1.0,,,,,,,
1761,4,1,1,2,5,1,5,1,5,3,,,3.0,3.0,3.0,,,,2.0,368,5.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,5,2,6,5,5,1,1,56.0,29.0,34.0,45.0,58.0,34.0,56.0,53.0,46.0,56.0,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,4.0,1.0,55,,,18,,,,,,,,,,,,,70.0,3.0,,,,2.0,2.0,,,,,,,1.0
1762,3,2,4,3,4,4,4,4,3,2,30.0,,,,,,2.0,48,2.0,200,1.0,5.0,6.0,20,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,5,1,3,3,1,3,5,5,1,2,20.0,49.0,82.0,35.0,49.0,47.0,38.0,31.0,26.0,32.0,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,6.0,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,5.0,5.0,1.0,,,,
1763,4,5,4,4,5,2,5,4,2,2,53.0,,,,,,,,2.0,382,2.0,5.0,6.0,5,,,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,5,6,3,5,2,3,6,5,1,1,80.0,63.0,73.0,59.0,73.0,36.0,54.0,66.0,76.0,52.0,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,5.0,1.0,54,,,,8.0,,,,,,,,,,,,,2.0,,,,1.0,2.0,6.0,4.0,3.0,,,,
1764,5,5,5,5,5,5,5,5,1,1,70.0,5.0,5.0,4.0,3.0,,2.0,50,,,1.0,5.0,4.0,,,,,,,,,,,,7,1,5,5,5,7,6,6,4,1,42.0,26.0,50.0,80.0,80.0,92.0,81.0,83.0,47.0,33.0,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,5.0,,,1.0,110,15,8.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,
1765,3,4,3,5,5,3,4,5,4,4,,4.0,3.0,4.0,3.0,,2.0,50,,,1.0,3.0,1.0,15,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5,6,6,3,5,5,6,2,1,35.0,58.0,30.0,62.0,70.0,58.0,62.0,90.0,70.0,72.0,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,6.0,,,1.0,300,,,,,,,,,,,,,,88.0,,,,,,2.0,,,,,,,2.0
1766,5,4,5,5,5,5,5,5,2,2,,4.0,,,,,2.0,55,2.0,350,2.0,4.0,5.0,,,2.0,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,6,1,4,2,5,6,7,7,3,2,72.0,34.0,66.0,80.0,76.0,68.0,68.0,90.0,83.0,68.0,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,3.0,,,,,2,,,,,,,,,,,,,61.0,,,,,2.0,1.0,4.0,5.0,2.0,,,,
1767,3,5,5,3,5,4,5,5,4,3,30.0,6.0,4.0,3.0,5.0,,2.0,54,2.0,200,,,,,1.0,2.0,2.0,6.0,,,,,,,6,1,5,5,5,6,5,5,2,2,30.0,40.0,50.0,25.0,60.0,33.0,66.0,80.0,20.0,30.0,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,3.0,,,,,15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5.0,4.0,5.0,,,,,,,,,
1768,5,5,5,5,4,4,5,4,4,5,50.0,,1.0,1.0,3.0,,,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6,5,6,6,2,3,5,5,4,2,68.0,70.0,87.0,93.0,93.0,50.0,98.0,77.0,56.0,87.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6.0,1.0,50,1.0,350,10,,,,,,,,,,,,,,2.0,,,,1.0,,,,,2.0,5.0,6.0,3.0
1769,5,5,5,5,5,5,5,5,1,5,,2.0,,,,5.0,1.0,68,2.0,100,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,7,2,5,3,3,4,1,46.0,60.0,61.0,48.0,74.0,44.0,89.0,95.0,52.0,72.0,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,,,,,,0,4.0,5.0,,,,,,,,,,,80.0,,,,,1.0,,3.0,5.0,2.0,5.0,4.0,1.0,
1770,4,4,5,5,5,5,5,5,1,4,30.0,3.0,,,,,2.0,50,,,,,,,,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,6,1,5,5,5,6,6,6,3,2,55.0,30.0,37.0,60.0,60.0,42.0,56.0,55.0,52.0,42.0,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,6.0,,,1.0,200,5,,,,,,,,,,,,,,,,,,1.0,,3.0,4.0,3.0,1.0,5.0,6.0,4.0
1771,5,5,5,5,3,1,5,5,5,5,30.0,3.0,,,,,2.0,40,,,,,,15,2.0,,,,,,,,,,7,1,1,4,5,6,6,5,1,2,100.0,85.0,97.0,93.0,49.0,0.0,100.0,100.0,100.0,100.0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,6.0,,,2.0,82,,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0
1772,5,4,4,5,4,4,4,5,3,3,65.0,3.0,,,,5.0,,,2.0,100,2.0,4.0,4.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2,5,5,2,3,3,3,3,1,40.0,10.0,20.0,20.0,30.0,17.0,40.0,55.0,47.0,43.0,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,,1.0,20,,,10,9.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,2.0,,,,
1773,3,4,5,4,4,4,5,5,4,3,95.0,,,,,,2.0,14,2.0,985,4.0,3.0,5.0,,,,,2.0,,,,,,,7,1,6,6,3,7,5,5,3,1,40.0,71.0,100.0,68.0,65.0,40.0,89.0,57.0,72.0,51.0,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,5.0,,,,,18,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,2.0,1.0,5.0,3.0,2.0,,,,4.0
1774,5,5,5,5,5,5,5,5,1,4,,5.0,,,,,,,,,,,,,,,,,,,,,,,7,4,4,5,2,5,5,5,3,1,65.0,45.0,60.0,80.0,85.0,55.0,60.0,85.0,60.0,50.0,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,5.0,1.0,26,1.0,300,10,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,,,,,1.0,1.0,4.0,4.0,1.0,1.0,5.0,6.0,6.0
1775,5,5,5,5,5,5,3,5,2,5,81.0,5.0,,,,,2.0,50,,,,,,,1.0,2.0,,,,,,,,,7,2,2,6,2,6,5,3,1,1,26.0,48.0,35.0,42.0,51.0,41.0,65.0,76.0,51.0,25.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,7.0,,,1.0,330,2,,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,6.0,5.0,3.0,1.0,5.0,6.0,
1776,5,5,5,4,5,5,5,5,1,5,70.0,5.0,3.0,5.0,4.0,6.0,,,,,1.0,4.0,4.0,,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,7,2,2,2,5,6,6,6,2,2,60.0,65.0,40.0,40.0,70.0,50.0,75.0,60.0,40.0,60.0,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,2.0,4,1.0,185,5,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
1777,4,3,5,4,4,5,5,3,5,3,30.0,,,,,,2.0,54,2.0,600,,,,,,,,,,,,,,,7,1,3,3,5,7,7,7,4,2,60.0,20.0,60.0,60.0,60.0,60.0,60.0,20.0,80.0,50.0,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,6.0,,,,,5,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,6.0,2.0,1.0,3.0,3.0,3.0,,,,
1778,2,3,3,4,5,2,3,4,4,1,,2.0,,,,6.0,2.0,48,1.0,4000,,,,10,2.0,,,,,,,,,,6,2,5,4,5,5,6,6,2,1,20.0,24.0,56.0,40.0,77.0,56.0,51.0,76.0,55.0,20.0,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,,,,,,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,81.0,,2.0,5.0,6.0,,2.0,4.0,5.0,3.0,,,,4.0
1779,4,5,4,5,4,4,5,5,4,5,30.0,5.0,,,,,,,1.0,1001,,,,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,6,4,4,4,6,5,6,6,2,2,52.0,71.0,55.0,70.0,60.0,40.0,40.0,85.0,55.0,70.0,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,6.0,1.0,46,,,,7.0,5.0,,,,,,,,,,,,,4.0,5.0,6.0,2.0,1.0,4.0,3.0,3.0,,,,
1780,5,4,5,3,5,5,5,1,2,1,,,4.0,4.0,4.0,,,,2.0,800,,,,,2.0,,2.0,,,,,,,,7,2,6,6,5,7,5,6,3,1,55.0,40.0,50.0,33.0,49.0,45.0,49.0,29.0,40.0,44.0,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,5.0,1.0,54,,,1,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,2.0,4.0,4.0,6.0,,,,,,,,,9.0
1781,5,4,5,4,5,5,3,5,2,3,,,5.0,4.0,4.0,6.0,1.0,72,1.0,1500,,,,,2.0,2.0,1.0,4.0,,,,,,,5,1,1,6,2,6,7,6,3,2,85.0,80.0,90.0,85.0,100.0,85.0,15.0,100.0,10.0,85.0,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,,,,,,15,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,70.0,3.0,4.0,2.0,1.0,,,,,,,,,
1782,5,5,5,5,4,5,5,5,3,4,80.0,,,,,6.0,1.0,115,,,,,,20,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,7,2,2,2,5,5,5,6,2,2,48.0,50.0,51.0,46.0,48.0,58.0,76.0,66.0,46.0,78.0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,,,,1.0,150,,,,,,,,,,,,,,,3.0,2.0,5.0,5.0,1.0,,3.0,4.0,3.0,,,,
1783,1,1,1,3,4,3,3,4,5,5,82.0,3.0,4.0,3.0,5.0,,,,,,,,,,,,1.0,,,,,,,,6,4,6,4,2,5,3,6,2,1,8.0,8.0,10.0,64.0,80.0,52.0,65.0,76.0,87.0,94.0,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,6.0,2.0,11,1.0,280,13,10.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,2.0,4.0,5.0,
1784,5,5,3,5,5,5,5,5,3,1,100.0,1.0,6.0,5.0,5.0,,2.0,30,,,,,,,,,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,7,1,5,5,2,7,7,7,4,1,40.0,25.0,0.0,44.0,46.0,50.0,95.0,95.0,50.0,45.0,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,6.0,,,1.0,120,12,6.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,5.0,5.0,6.0,
1785,4,5,5,1,1,5,2,1,4,1,80.0,5.0,1.0,6.0,1.0,,2.0,40,2.0,400,1.0,5.0,6.0,,1.0,,,,,,,,,,6,3,5,5,3,5,5,5,4,1,40.0,40.0,40.0,40.0,20.0,40.0,40.0,40.0,60.0,50.0,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,6.0,,,,,0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,
1786,4,4,4,5,5,5,4,5,1,5,,,3.0,3.0,3.0,,2.0,50,2.0,400,1.0,2.0,6.0,,,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,7,2,5,2,2,5,7,7,3,1,20.0,20.0,20.0,30.0,40.0,30.0,30.0,60.0,50.0,30.0,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,6.0,,,,,15,,3.0,,,,,,,,,,,70.0,3.0,,,,1.0,,,,,,,,1.0
1787,1,4,4,2,5,3,4,5,3,5,10.0,3.0,,,,4.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,7,5,4,1,1,5,5,5,2,1,0.0,0.0,0.0,37.0,24.0,10.0,3.0,6.0,2.0,0.0,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,,2.0,50,2.0,83,15,10.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,5.0,1.0,1.0,3.0,3.0,4.0,
1788,4,3,5,3,4,4,5,5,2,3,85.0,4.0,,,,2.0,2.0,30,,,,,,,1.0,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1,2,2,5,5,6,6,2,1,50.0,37.0,68.0,45.0,72.0,69.0,95.0,96.0,27.0,35.0,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,1.0,120,10,,,,,,,,,,,,,,,1.0,5.0,6.0,,2.0,5.0,5.0,2.0,,,,4.0
1789,4,3,4,5,4,4,4,2,3,2,,,,,,7.0,2.0,50,,,2.0,4.0,3.0,,2.0,,1.0,4.0,,,,,,,6,2,3,3,2,5,5,6,2,1,55.0,55.0,45.0,60.0,65.0,50.0,55.0,33.0,60.0,25.0,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,,,,1.0,240,20,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,4.0,,,,,,3.0,4.0,3.0,,,,1.0
1790,5,5,5,5,3,5,5,5,5,1,30.0,,3.0,4.0,3.0,,2.0,50,,,,,,,2.0,2.0,,6.0,,,,,,,6,2,4,5,1,6,7,5,3,1,40.0,56.0,33.0,70.0,53.0,80.0,96.0,65.0,32.0,1.0,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,6.0,,,1.0,100,0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,5.0,4.0,,1.0,,,,,,,
1791,2,1,3,3,3,3,2,4,5,3,,3.0,4.0,3.0,4.0,,,,2.0,380,,,,,1.0,2.0,1.0,,,,,,,,4,4,4,4,5,5,5,5,4,1,50.0,50.0,48.0,33.0,50.0,49.0,68.0,52.0,76.0,54.0,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,5.0,1.0,54,,,17,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,70.0,,,,,,,,,,4.0,3.0,5.0,
1792,5,4,5,5,5,5,5,5,1,4,75.0,,3.0,3.0,3.0,,,,2.0,350,1.0,2.0,3.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,7,3,5,3,3,5,6,5,2,1,70.0,40.0,60.0,75.0,85.0,60.0,75.0,98.0,44.0,70.0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,6.0,1.0,50,,,19,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,
1793,3,4,3,5,5,3,3,3,3,3,71.0,,4.0,2.0,5.0,7.0,,,2.0,380,,,,0,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,4,4,4,3,3,3,3,2,50.0,38.0,27.0,75.0,75.0,45.0,47.0,54.0,3.0,50.0,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,,1.0,54,,,,1.0,,,,,,,,,,,,,3.0,,,,1.0,,,,,4.0,3.0,3.0,
1794,3,3,4,4,4,5,1,3,4,4,30.0,6.0,3.0,3.0,3.0,,2.0,48,,,,,,,2.0,,,,,,,,,,6,1,4,2,5,7,6,7,3,1,48.0,29.0,56.0,60.0,71.0,46.0,65.0,81.0,71.0,92.0,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,6.0,,,1.0,367,10,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,5.0,6.0,,2.0,,,,,,,10.0
1795,5,5,5,5,3,5,5,5,1,3,90.0,,5.0,5.0,5.0,6.0,,,2.0,300,,,,,,1.0,1.0,,,,,,,,7,1,2,2,5,7,7,7,3,1,70.0,60.0,70.0,80.0,30.0,60.0,80.0,80.0,40.0,20.0,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,,1.0,40,,,0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,5.0,6.0,1.0,,,,,,,,
1796,1,3,3,2,4,1,1,5,5,3,,1.0,,,,,,,,,1.0,1.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,2,4,3,4,5,6,7,2,1,50.0,42.0,51.0,23.0,82.0,25.0,25.0,75.0,62.0,50.0,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,7.0,2.0,10,1.0,250,10,,5.0,,,,,,,,,,,92.0,,,,,1.0,,3.0,5.0,2.0,,,,
1797,2,4,3,4,4,4,5,5,1,3,,5.0,,,,4.0,2.0,30,,,,,,,,,1.0,5.0,,,,,,,5,5,5,5,5,5,6,6,4,1,36.0,56.0,28.0,40.0,27.0,44.0,34.0,92.0,60.0,39.0,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,,,,1.0,300,0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,,2.0,5.0,5.0,1.0,,3.0,3.0,3.0,,,,1.0
1798,5,2,5,1,1,1,2,4,5,4,,,,,,,1.0,85,1.0,1500,,,,,,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,7,2,4,4,2,6,7,7,1,1,80.0,15.0,70.0,50.0,60.0,20.0,60.0,75.0,90.0,65.0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,6.0,,,,,20,,1.0,,,,,,,,,,,70.0,1.0,4.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,,
1799,4,3,4,3,4,3,4,3,4,3,30.0,,,,,,,,,,2.0,5.0,6.0,,1.0,,,,,,,,,,5,6,3,5,1,7,7,7,3,1,84.0,72.0,65.0,55.0,57.0,52.0,74.0,50.0,60.0,50.0,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,3.0,1.0,54,1.0,380,20,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,,,,,2.0,5.0,4.0,5.0,,,,
1800,4,4,5,4,4,4,5,5,3,3,,,,,,6.0,,,,,,,,,2.0,2.0,2.0,,,,,,,,7,2,4,4,4,5,5,6,3,1,70.0,61.0,62.0,70.0,60.0,51.0,87.0,90.0,59.0,57.0,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,,2.0,8,1.0,200,10,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,3.0,,,,,,1.0,4.0,3.0,2.0,5.0,5.0,
